,Date,whole milk_x,yogurt_x,zwieback_x,whole milk_y,yogurt_y,zwieback_y
82,2014-03-24,3.0,2.0,0.0,3.0,2.0,0.0
83,2014-03-25,3.0,2.0,0.0,3.0,2.0,0.0
84,2014-03-26,3.0,2.0,0.0,3.0,2.0,0.0
85,2014-03-27,3.0,2.0,0.0,3.0,2.0,0.0
86,2014-03-28,3.0,2.0,0.0,3.0,2.0,0.0
87,2014-03-29,3.0,2.0,0.0,3.0,2.0,0.0
88,2014-03-30,3.0,2.0,0.0,3.0,2.0,0.0
89,2014-03-31,3.0,2.0,0.0,3.0,2.0,0.0
90,2014-04-01,3.0,2.0,0.0,3.0,2.0,0.0
91,2014-04-02,3.0,2.0,0.0,3.0,2.0,0.0
92,2014-04-03,3.0,2.0,0.0,3.0,2.0,0.0
93,2014-04-04,3.0,2.0,0.0,3.0,2.0,0.0
94,2014-04-05,3.0,2.0,0.0,3.0,2.0,0.0
95,2014-04-06,3.0,2.0,0.0,3.0,2.0,0.0
96,2014-04-07,3.0,2.0,0.0,3.0,2.0,0.0
97,2014-04-08,3.0,2.0,0.0,3.0,2.0,0.0
98,2014-04-09,3.0,2.0,0.0,3.0,2.0,0.0
99,2014-04-10,3.0,2.0,0.0,3.0,2.0,0.0
100,2014-04-11,3.0,2.0,0.0,3.0,2.0,0.0
101,2014-04-12,3.0,2.0,0.0,3.0,2.0,0.0
102,2014-04-13,3.0,2.0,0.0,3.0,2.0,0.0
103,2014-04-14,3.0,2.0,0.0,3.0,2.0,0.0
104,2014-04-15,3.0,2.0,0.0,3.0,2.0,0.0
105,2014-04-16,3.0,2.0,0.0,3.0,2.0,0.0
106,2014-04-17,3.0,2.0,0.0,3.0,2.0,0.0
107,2014-04-18,3.0,2.0,0.0,3.0,2.0,0.0
108,2014-04-19,3.0,2.0,0.0,3.0,2.0,0.0
109,2014-04-20,3.0,2.0,0.0,3.0,2.0,0.0
110,2014-04-21,3.0,2.0,0.0,3.0,2.0,0.0
111,2014-04-22,3.0,2.0,0.0,3.0,2.0,0.0
112,2014-04-23,3.0,2.0,0.0,3.0,2.0,0.0
113,2014-04-24,3.0,2.0,0.0,3.0,2.0,0.0
114,2014-04-25,3.0,2.0,0.0,3.0,2.0,0.0
115,2014-04-26,3.0,2.0,0.0,3.0,2.0,0.0
116,2014-04-27,3.0,2.0,0.0,3.0,2.0,0.0
117,2014-04-28,3.0,2.0,0.0,3.0,2.0,0.0
118,2014-04-29,3.0,2.0,0.0,3.0,2.0,0.0
119,2014-04-30,3.0,2.0,0.0,3.0,2.0,0.0
120,2014-05-01,3.0,2.0,0.0,3.0,2.0,0.0
121,2014-05-02,3.0,2.0,0.0,3.0,2.0,0.0
122,2014-05-03,3.0,2.0,0.0,3.0,2.0,0.0
123,2014-05-04,3.0,2.0,0.0,3.0,2.0,0.0
124,2014-05-05,3.0,2.0,0.0,3.0,2.0,0.0
125,2014-05-06,3.0,2.0,0.0,3.0,2.0,0.0
126,2014-05-07,3.0,2.0,0.0,3.0,2.0,0.0
127,2014-05-08,3.0,2.0,0.0,3.0,2.0,0.0
128,2014-05-09,3.0,2.0,0.0,3.0,2.0,0.0
129,2014-05-10,3.0,2.0,0.0,3.0,2.0,0.0
130,2014-05-11,3.0,2.0,0.0,3.0,2.0,0.0
131,2014-05-12,3.0,2.0,0.0,3.0,2.0,0.0
132,2014-05-13,3.0,2.0,0.0,3.0,2.0,0.0
133,2014-05-14,3.0,2.0,0.0,3.0,2.0,0.0
134,2014-05-15,3.0,2.0,0.0,3.0,2.0,0.0
135,2014-05-16,3.0,2.0,0.0,3.0,2.0,0.0
136,2014-05-17,3.0,2.0,0.0,3.0,2.0,0.0
137,2014-05-18,3.0,2.0,0.0,3.0,2.0,0.0
138,2014-05-19,3.0,2.0,0.0,3.0,2.0,0.0
139,2014-05-20,3.0,2.0,0.0,3.0,2.0,0.0
140,2014-05-21,3.0,2.0,0.0,3.0,2.0,0.0
141,2014-05-22,3.0,2.0,0.0,3.0,2.0,0.0
142,2014-05-23,3.0,2.0,0.0,3.0,2.0,0.0
143,2014-05-24,3.0,2.0,0.0,3.0,2.0,0.0
144,2014-05-25,3.0,2.0,0.0,3.0,2.0,0.0
145,2014-05-26,3.0,2.0,0.0,3.0,2.0,0.0
146,2014-05-27,3.0,2.0,0.0,3.0,2.0,0.0
147,2014-05-28,3.0,2.0,0.0,3.0,2.0,0.0
148,2014-05-29,3.0,2.0,0.0,3.0,2.0,0.0
149,2014-05-30,3.0,2.0,0.0,3.0,2.0,0.0
150,2014-05-31,3.0,2.0,0.0,3.0,2.0,0.0
151,2014-06-01,3.0,2.0,0.0,3.0,2.0,0.0
152,2014-06-02,3.0,2.0,0.0,3.0,2.0,0.0
153,2014-06-03,3.0,2.0,0.0,3.0,2.0,0.0
154,2014-06-04,3.0,2.0,0.0,3.0,2.0,0.0
155,2014-06-05,3.0,2.0,0.0,3.0,2.0,0.0
156,2014-06-06,3.0,2.0,0.0,3.0,2.0,0.0
157,2014-06-07,3.0,2.0,0.0,3.0,2.0,0.0
158,2014-06-08,3.0,2.0,0.0,3.0,2.0,0.0
159,2014-06-09,3.0,2.0,0.0,3.0,2.0,0.0
160,2014-06-10,3.0,2.0,0.0,3.0,2.0,0.0
161,2014-06-11,3.0,2.0,0.0,3.0,2.0,0.0
162,2014-06-12,3.0,2.0,0.0,3.0,2.0,0.0
163,2014-06-13,3.0,2.0,0.0,3.0,2.0,0.0
164,2014-06-14,3.0,2.0,0.0,3.0,2.0,0.0
165,2014-06-15,3.0,2.0,0.0,3.0,2.0,0.0
166,2014-06-16,3.0,2.0,0.0,3.0,2.0,0.0
167,2014-06-17,3.0,2.0,0.0,3.0,2.0,0.0
168,2014-06-18,3.0,2.0,0.0,3.0,2.0,0.0
169,2014-06-19,3.0,2.0,0.0,3.0,2.0,0.0
170,2014-06-20,3.0,2.0,0.0,3.0,2.0,0.0
171,2014-06-21,3.0,2.0,0.0,3.0,2.0,0.0
172,2014-06-22,3.0,2.0,0.0,3.0,2.0,0.0
173,2014-06-23,3.0,2.0,0.0,3.0,2.0,0.0
174,2014-06-24,3.0,2.0,0.0,3.0,2.0,0.0
175,2014-06-25,3.0,2.0,0.0,3.0,2.0,0.0
176,2014-06-26,3.0,2.0,0.0,3.0,2.0,0.0
177,2014-06-27,3.0,2.0,0.0,3.0,2.0,0.0
178,2014-06-28,3.0,2.0,0.0,3.0,2.0,0.0
179,2014-06-29,3.0,2.0,0.0,3.0,2.0,0.0
180,2014-06-30,3.0,2.0,0.0,3.0,2.0,0.0
181,2014-07-01,3.0,2.0,0.0,3.0,2.0,0.0
182,2014-07-02,3.0,2.0,0.0,3.0,2.0,0.0
183,2014-07-03,3.0,2.0,0.0,3.0,2.0,0.0
184,2014-07-04,3.0,2.0,0.0,3.0,2.0,0.0
185,2014-07-05,3.0,2.0,0.0,3.0,2.0,0.0
186,2014-07-06,3.0,2.0,0.0,3.0,2.0,0.0
187,2014-07-07,3.0,2.0,0.0,3.0,2.0,0.0
188,2014-07-08,3.0,2.0,0.0,3.0,2.0,0.0
189,2014-07-09,3.0,2.0,0.0,3.0,2.0,0.0
190,2014-07-10,3.0,2.0,0.0,3.0,2.0,0.0
191,2014-07-11,3.0,2.0,0.0,3.0,2.0,0.0
192,2014-07-12,3.0,2.0,0.0,3.0,2.0,0.0
193,2014-07-13,3.0,2.0,0.0,3.0,2.0,0.0
194,2014-07-14,3.0,2.0,0.0,3.0,2.0,0.0
195,2014-07-15,3.0,2.0,0.0,3.0,2.0,0.0
196,2014-07-16,3.0,2.0,0.0,3.0,2.0,0.0
197,2014-07-17,3.0,2.0,0.0,3.0,2.0,0.0
198,2014-07-18,3.0,2.0,0.0,3.0,2.0,0.0
199,2014-07-19,3.0,2.0,0.0,3.0,2.0,0.0
200,2014-07-20,3.0,2.0,0.0,3.0,2.0,0.0
201,2014-07-21,3.0,2.0,0.0,3.0,2.0,0.0
202,2014-07-22,3.0,2.0,0.0,3.0,2.0,0.0
203,2014-07-23,3.0,2.0,0.0,3.0,2.0,0.0
204,2014-07-24,3.0,2.0,0.0,3.0,2.0,0.0
205,2014-07-25,3.0,2.0,0.0,3.0,2.0,0.0
206,2014-07-26,3.0,2.0,0.0,3.0,2.0,0.0
207,2014-07-27,3.0,2.0,0.0,3.0,2.0,0.0
208,2014-07-28,3.0,2.0,0.0,3.0,2.0,0.0
209,2014-07-29,3.0,2.0,0.0,3.0,2.0,0.0
210,2014-07-30,4.0,2.0,0.0,4.0,2.0,0.0
211,2014-07-31,3.0,2.0,0.0,3.0,2.0,0.0
212,2014-08-01,3.0,2.0,0.0,3.0,2.0,0.0
213,2014-08-02,3.0,2.0,0.0,3.0,2.0,0.0
214,2014-08-03,3.0,2.0,0.0,3.0,2.0,0.0
215,2014-08-04,3.0,2.0,0.0,3.0,2.0,0.0
216,2014-08-05,3.0,2.0,0.0,3.0,2.0,0.0
217,2014-08-06,4.0,2.0,0.0,4.0,2.0,0.0
218,2014-08-07,3.0,2.0,0.0,3.0,2.0,0.0
219,2014-08-08,3.0,2.0,0.0,3.0,2.0,0.0
220,2014-08-09,3.0,2.0,0.0,3.0,2.0,0.0
221,2014-08-10,3.0,2.0,0.0,3.0,2.0,0.0
222,2014-08-11,3.0,2.0,0.0,3.0,2.0,0.0
223,2014-08-12,3.0,2.0,0.0,3.0,2.0,0.0
224,2014-08-13,4.0,2.0,0.0,4.0,2.0,0.0
225,2014-08-14,3.0,2.0,0.0,3.0,2.0,0.0
226,2014-08-15,3.0,2.0,0.0,3.0,2.0,0.0
227,2014-08-16,3.0,2.0,0.0,3.0,2.0,0.0
228,2014-08-17,3.0,2.0,0.0,3.0,2.0,0.0
229,2014-08-18,3.0,2.0,0.0,3.0,2.0,0.0
230,2014-08-19,3.0,2.0,0.0,3.0,2.0,0.0
231,2014-08-20,4.0,2.0,0.0,4.0,2.0,0.0
232,2014-08-21,3.0,2.0,0.0,3.0,2.0,0.0
233,2014-08-22,3.0,2.0,0.0,3.0,2.0,0.0
234,2014-08-23,3.0,2.0,0.0,3.0,2.0,0.0
235,2014-08-24,3.0,2.0,0.0,3.0,2.0,0.0
236,2014-08-25,3.0,2.0,0.0,3.0,2.0,0.0
237,2014-08-26,3.0,2.0,0.0,3.0,2.0,0.0
238,2014-08-27,4.0,2.0,0.0,4.0,2.0,0.0
239,2014-08-28,3.0,2.0,0.0,3.0,2.0,0.0
240,2014-08-29,3.0,2.0,0.0,3.0,2.0,0.0
241,2014-08-30,3.0,2.0,0.0,3.0,2.0,0.0
242,2014-08-31,3.0,2.0,0.0,3.0,2.0,0.0
243,2014-09-01,3.0,2.0,0.0,3.0,2.0,0.0
244,2014-09-02,3.0,2.0,0.0,3.0,2.0,0.0
245,2014-09-03,4.0,2.0,0.0,4.0,2.0,0.0
246,2014-09-04,3.0,2.0,0.0,3.0,2.0,0.0
247,2014-09-05,3.0,2.0,0.0,3.0,2.0,0.0
248,2014-09-06,3.0,2.0,0.0,3.0,2.0,0.0
249,2014-09-07,3.0,2.0,0.0,3.0,2.0,0.0
250,2014-09-08,3.0,2.0,0.0,3.0,2.0,0.0
251,2014-09-09,3.0,2.0,0.0,3.0,2.0,0.0
252,2014-09-10,4.0,2.0,0.0,4.0,2.0,0.0
253,2014-09-11,3.0,2.0,0.0,3.0,2.0,0.0
254,2014-09-12,3.0,2.0,0.0,3.0,2.0,0.0
255,2014-09-13,3.0,2.0,0.0,3.0,2.0,0.0
256,2014-09-14,3.0,2.0,0.0,3.0,2.0,0.0
257,2014-09-15,3.0,2.0,0.0,3.0,2.0,0.0
258,2014-09-16,3.0,2.0,0.0,3.0,2.0,0.0
259,2014-09-17,4.0,2.0,0.0,4.0,2.0,0.0
260,2014-09-18,3.0,2.0,0.0,3.0,2.0,0.0
261,2014-09-19,3.0,2.0,0.0,3.0,2.0,0.0
262,2014-09-20,3.0,2.0,0.0,3.0,2.0,0.0
263,2014-09-21,3.0,2.0,0.0,3.0,2.0,0.0
264,2014-09-22,3.0,2.0,0.0,3.0,2.0,0.0
265,2014-09-23,3.0,2.0,0.0,3.0,2.0,0.0
266,2014-09-24,4.0,2.0,0.0,4.0,2.0,0.0
267,2014-09-25,3.0,2.0,0.0,3.0,2.0,0.0
268,2014-09-26,3.0,2.0,0.0,3.0,2.0,0.0
269,2014-09-27,3.0,2.0,0.0,3.0,2.0,0.0
270,2014-09-28,3.0,2.0,0.0,3.0,2.0,0.0
271,2014-09-29,3.0,2.0,0.0,3.0,2.0,0.0
272,2014-09-30,3.0,2.0,0.0,3.0,2.0,0.0
273,2014-10-01,4.0,2.0,0.0,4.0,2.0,0.0
274,2014-10-02,3.0,2.0,0.0,3.0,2.0,0.0
275,2014-10-03,3.0,2.0,0.0,3.0,2.0,0.0
276,2014-10-04,3.0,2.0,0.0,3.0,2.0,0.0
277,2014-10-05,3.0,2.0,0.0,3.0,2.0,0.0
278,2014-10-06,3.0,2.0,0.0,3.0,2.0,0.0
279,2014-10-07,3.0,2.0,0.0,3.0,2.0,0.0
280,2014-10-08,4.0,2.0,0.0,4.0,2.0,0.0
281,2014-10-09,3.0,2.0,0.0,3.0,2.0,0.0
282,2014-10-10,3.0,2.0,0.0,3.0,2.0,0.0
283,2014-10-11,3.0,2.0,0.0,3.0,2.0,0.0
284,2014-10-12,3.0,2.0,0.0,3.0,2.0,0.0
285,2014-10-13,3.0,2.0,0.0,3.0,2.0,0.0
286,2014-10-14,3.0,2.0,0.0,3.0,2.0,0.0
287,2014-10-15,4.0,2.0,0.0,4.0,2.0,0.0
288,2014-10-16,3.0,2.0,0.0,3.0,2.0,0.0
289,2014-10-17,3.0,2.0,0.0,3.0,2.0,0.0
290,2014-10-18,3.0,2.0,0.0,3.0,2.0,0.0
291,2014-10-19,3.0,2.0,0.0,3.0,2.0,0.0
292,2014-10-20,3.0,2.0,0.0,3.0,2.0,0.0
293,2014-10-21,3.0,2.0,0.0,3.0,2.0,0.0
294,2014-10-22,4.0,2.0,0.0,4.0,2.0,0.0
295,2014-10-23,3.0,2.0,0.0,3.0,2.0,0.0
296,2014-10-24,3.0,2.0,0.0,3.0,2.0,0.0
297,2014-10-25,3.0,2.0,0.0,3.0,2.0,0.0
298,2014-10-26,3.0,2.0,0.0,3.0,2.0,0.0
299,2014-10-27,3.0,2.0,0.0,3.0,2.0,0.0
300,2014-10-28,3.0,2.0,0.0,3.0,2.0,0.0
301,2014-10-29,4.0,2.0,0.0,4.0,2.0,0.0
302,2014-10-30,3.0,2.0,0.0,3.0,2.0,0.0
303,2014-10-31,3.0,2.0,0.0,3.0,2.0,0.0
304,2014-11-01,3.0,2.0,0.0,3.0,2.0,0.0
305,2014-11-02,3.0,2.0,0.0,3.0,2.0,0.0
306,2014-11-03,3.0,2.0,0.0,3.0,2.0,0.0
307,2014-11-04,3.0,2.0,0.0,3.0,2.0,0.0
308,2014-11-05,4.0,2.0,0.0,4.0,2.0,0.0
309,2014-11-06,3.0,2.0,0.0,3.0,2.0,0.0
310,2014-11-07,3.0,2.0,0.0,3.0,2.0,0.0
311,2014-11-08,3.0,2.0,0.0,3.0,2.0,0.0
312,2014-11-09,3.0,2.0,0.0,3.0,2.0,0.0
313,2014-11-10,3.0,2.0,0.0,3.0,2.0,0.0
314,2014-11-11,3.0,2.0,0.0,3.0,2.0,0.0
315,2014-11-12,4.0,2.0,0.0,4.0,2.0,0.0
316,2014-11-13,3.0,2.0,0.0,3.0,2.0,0.0
317,2014-11-14,3.0,2.0,0.0,3.0,2.0,0.0
318,2014-11-15,3.0,2.0,0.0,3.0,2.0,0.0
319,2014-11-16,3.0,2.0,0.0,3.0,2.0,0.0
320,2014-11-17,3.0,2.0,0.0,3.0,2.0,0.0
321,2014-11-18,3.0,2.0,0.0,3.0,2.0,0.0
322,2014-11-19,4.0,2.0,0.0,4.0,2.0,0.0
323,2014-11-20,3.0,2.0,0.0,3.0,2.0,0.0
324,2014-11-21,3.0,2.0,0.0,3.0,2.0,0.0
325,2014-11-22,3.0,2.0,0.0,3.0,2.0,0.0
326,2014-11-23,3.0,2.0,0.0,3.0,2.0,0.0
327,2014-11-24,3.0,2.0,0.0,3.0,2.0,0.0
328,2014-11-25,3.0,2.0,0.0,3.0,2.0,0.0
329,2014-11-26,4.0,2.0,0.0,4.0,2.0,0.0
330,2014-11-27,3.0,2.0,0.0,3.0,2.0,0.0
331,2014-11-28,3.0,2.0,0.0,3.0,2.0,0.0
332,2014-11-29,3.0,2.0,0.0,3.0,2.0,0.0
333,2014-11-30,3.0,2.0,0.0,3.0,2.0,0.0
334,2014-12-01,3.0,2.0,0.0,3.0,2.0,0.0
335,2014-12-02,3.0,2.0,0.0,3.0,2.0,0.0
336,2014-12-03,4.0,2.0,0.0,4.0,2.0,0.0
337,2014-12-04,3.0,2.0,0.0,3.0,2.0,0.0
338,2014-12-05,3.0,2.0,0.0,3.0,2.0,0.0
339,2014-12-06,3.0,2.0,0.0,3.0,2.0,0.0
340,2014-12-07,3.0,2.0,0.0,3.0,2.0,0.0
341,2014-12-08,3.0,2.0,0.0,3.0,2.0,0.0
342,2014-12-09,3.0,2.0,0.0,3.0,2.0,0.0
343,2014-12-10,4.0,2.0,0.0,4.0,2.0,0.0
344,2014-12-11,3.0,2.0,0.0,3.0,2.0,0.0
345,2014-12-12,3.0,2.0,0.0,3.0,2.0,0.0
346,2014-12-13,3.0,2.0,0.0,3.0,2.0,0.0
347,2014-12-14,3.0,2.0,0.0,3.0,2.0,0.0
348,2014-12-15,3.0,2.0,0.0,3.0,2.0,0.0
349,2014-12-16,3.0,2.0,0.0,3.0,2.0,0.0
350,2014-12-17,4.0,2.0,0.0,4.0,2.0,0.0
351,2014-12-18,3.0,2.0,0.0,3.0,2.0,0.0
352,2014-12-19,3.0,2.0,0.0,3.0,2.0,0.0
353,2014-12-20,3.0,2.0,0.0,3.0,2.0,0.0
354,2014-12-21,3.0,2.0,0.0,3.0,2.0,0.0
355,2014-12-22,3.0,2.0,0.0,3.0,2.0,0.0
356,2014-12-23,3.0,2.0,0.0,3.0,2.0,0.0
357,2014-12-24,4.0,2.0,0.0,4.0,2.0,0.0
358,2014-12-25,3.0,2.0,0.0,3.0,2.0,0.0
359,2014-12-26,3.0,2.0,0.0,3.0,2.0,0.0
360,2014-12-27,4.0,2.0,0.0,4.0,2.0,0.0
361,2014-12-28,3.0,2.0,0.0,3.0,2.0,0.0
362,2014-12-29,3.0,2.0,0.0,3.0,2.0,0.0
363,2014-12-30,3.0,2.0,0.0,3.0,2.0,0.0
364,2015-01-01,3.0,2.0,0.0,3.0,2.0,0.0
365,2015-01-02,3.0,2.0,0.0,3.0,2.0,0.0
366,2015-01-03,4.0,2.0,0.0,4.0,2.0,0.0
367,2015-01-04,3.0,2.0,0.0,3.0,2.0,0.0
368,2015-01-05,3.0,2.0,0.0,3.0,2.0,0.0
369,2015-01-06,3.0,2.0,0.0,3.0,2.0,0.0
370,2015-01-07,4.0,2.0,0.0,4.0,2.0,0.0
371,2015-01-08,3.0,2.0,0.0,3.0,2.0,0.0
372,2015-01-09,3.0,2.0,0.0,3.0,2.0,0.0
373,2015-01-10,4.0,2.0,0.0,4.0,2.0,0.0
374,2015-01-11,3.0,2.0,0.0,3.0,2.0,0.0
375,2015-01-12,3.0,2.0,0.0,3.0,2.0,0.0
376,2015-01-13,3.0,2.0,0.0,3.0,2.0,0.0
377,2015-01-14,4.0,2.0,0.0,4.0,2.0,0.0
378,2015-01-15,3.0,2.0,0.0,3.0,2.0,0.0
379,2015-01-16,3.0,2.0,0.0,3.0,2.0,0.0
380,2015-01-17,4.0,2.0,0.0,4.0,2.0,0.0
381,2015-01-18,3.0,2.0,0.0,3.0,2.0,0.0
382,2015-01-19,3.0,2.0,0.0,3.0,2.0,0.0
383,2015-01-20,3.0,2.0,0.0,3.0,2.0,0.0
384,2015-01-21,4.0,2.0,0.0,4.0,2.0,0.0
385,2015-01-22,3.0,2.0,0.0,3.0,2.0,0.0
386,2015-01-23,3.0,2.0,0.0,3.0,2.0,0.0
387,2015-01-24,4.0,2.0,0.0,4.0,2.0,0.0
388,2015-01-25,3.0,2.0,0.0,3.0,2.0,0.0
389,2015-01-26,3.0,2.0,0.0,3.0,2.0,0.0
390,2015-01-27,3.0,2.0,0.0,3.0,2.0,0.0
391,2015-01-28,4.0,2.0,0.0,4.0,2.0,0.0
392,2015-01-29,3.0,2.0,0.0,3.0,2.0,0.0
393,2015-01-30,3.0,2.0,0.0,3.0,2.0,0.0
394,2015-01-31,4.0,2.0,0.0,4.0,2.0,0.0
395,2015-02-01,3.0,2.0,0.0,3.0,2.0,0.0
396,2015-02-02,3.0,2.0,0.0,3.0,2.0,0.0
397,2015-02-03,3.0,2.0,0.0,3.0,2.0,0.0
398,2015-02-04,4.0,2.0,0.0,4.0,2.0,0.0
399,2015-02-05,3.0,2.0,0.0,3.0,2.0,0.0
400,2015-02-06,3.0,2.0,0.0,3.0,2.0,0.0
401,2015-02-07,4.0,2.0,0.0,4.0,2.0,0.0
402,2015-02-08,4.0,2.0,0.0,4.0,2.0,0.0
403,2015-02-09,4.0,2.0,0.0,4.0,2.0,0.0
404,2015-02-10,3.0,2.0,0.0,3.0,2.0,0.0
405,2015-02-11,4.0,2.0,0.0,4.0,2.0,0.0
406,2015-02-12,3.0,2.0,0.0,3.0,2.0,0.0
407,2015-02-13,3.0,2.0,0.0,3.0,2.0,0.0
408,2015-02-14,4.0,2.0,0.0,4.0,2.0,0.0
409,2015-02-15,4.0,2.0,0.0,4.0,2.0,0.0
410,2015-02-16,4.0,2.0,0.0,4.0,2.0,0.0
411,2015-02-17,3.0,2.0,0.0,3.0,2.0,0.0
412,2015-02-18,4.0,2.0,0.0,4.0,2.0,0.0
413,2015-02-19,3.0,2.0,0.0,3.0,2.0,0.0
414,2015-02-20,3.0,2.0,0.0,3.0,2.0,0.0
415,2015-02-21,4.0,2.0,0.0,4.0,2.0,0.0
416,2015-02-22,4.0,2.0,0.0,4.0,2.0,0.0
417,2015-02-23,4.0,2.0,0.0,4.0,2.0,0.0
418,2015-02-24,3.0,2.0,0.0,3.0,2.0,0.0
419,2015-02-25,4.0,2.0,0.0,4.0,2.0,0.0
420,2015-02-26,3.0,2.0,0.0,3.0,2.0,0.0
